date,year,month,week,day_of_week,restaurant_id,city_code,region_code,center_type,op_area,unique_meals,dominant_category,dominant_cuisine,avg_checkout_price,avg_base_price,emailer_promo_rate,homepage_feature_rate,is_weekend,is_holiday,special_event,temperature_c,precipitation_mm,estimated_customers,num_orders,food_sold_kg,food_prepared_kg,food_waste_kg
0,2018,1,1,1,68,676,34,1,4.1,39,0,2,275.704632076784,287.7534636249826,0.1025641025641025,0.1538461538461538,0,1,1,17.8,1.0,566,872,256.9,282.23,25.33
0,2018,1,1,1,72,638,56,2,3.9,40,0,2,279.6505476809528,307.1411071039168,0.125,0.275,0,1,1,18.5,1.0,1102,1420,422.83,465.22,42.39
0,2018,1,1,1,73,576,34,0,4.0,33,0,2,304.5227715968586,314.1553844895288,0.1212121212121212,0.1212121212121212,0,1,1,17.8,1.0,524,728,215.05,236.26,21.21
0,2018,1,1,1,74,702,35,0,2.8,34,0,2,298.3309783183501,305.2653305129561,0.1176470588235294,0.0294117647058823,0,1,1,18.2,1.2,327,450,133.81,146.88,13.07
0,2018,1,1,1,75,651,77,1,4.7,38,0,1,285.2106304252521,294.7448943445857,0.1052631578947368,0.1052631578947368,0,1,1,18.9,1.2,911,1409,418.0,459.03,41.03
0,2018,1,1,1,76,614,85,0,3.0,38,0,2,288.27229562555794,314.4466177783446,0.131578947368421,0.0263157894736842,0,1,1,18.2,1.2,683,942,277.44,304.6,27.16
0,2018,1,1,1,77,676,34,0,3.8,34,0,2,291.11124314056565,301.1661207260448,0.1176470588235294,0.1470588235294117,0,1,1,17.8,1.0,406,564,170.29,187.12,16.83
0,2018,1,1,1,80,604,56,2,5.1,44,0,3,263.86718452100047,284.4254742803209,0.1136363636363636,0.0227272727272727,0,1,1,18.5,1.0,970,1262,372.45,408.76,36.31
0,2018,1,1,1,81,526,34,0,4.0,37,0,2,310.3720232061883,321.26768071485725,0.1081081081081081,0.081081081081081,0,1,1,17.8,1.0,642,893,267.78,294.02,26.24
0,2018,1,1,1,83,659,77,0,5.3,38,0,3,274.4917754648343,282.4473241713824,0.1052631578947368,0.1052631578947368,0,1,1,18.9,1.2,864,1212,361.35,396.82,35.47
0,2018,1,1,1,86,699,85,2,4.0,37,0,2,301.8477806826435,318.6229934640523,0.1351351351351351,0.1891891891891892,0,1,1,18.2,1.2,1271,1640,495.94,545.33,49.39
0,2018,1,1,1,88,526,34,0,4.1,38,0,2,293.06486450317834,302.32569588491134,0.1052631578947368,0.131578947368421,0,1,1,17.8,1.0,512,712,210.33,231.03,20.7
0,2018,1,1,1,89,703,56,0,4.8,41,0,3,269.07142436149314,285.26077424540097,0.1219512195121951,0.1219512195121951,0,1,1,18.5,1.0,954,1333,394.57,433.5,38.93
0,2018,1,1,1,91,590,56,2,0.9,21,0,0,362.7731382208056,412.99945233265726,0.238095238095238,0.0,0,1,1,18.5,1.0,333,419,128.92,141.78,12.86
0,2018,1,1,1,92,526,34,2,2.9,33,6,2,292.1616552346571,304.84792057761734,0.2121212121212121,0.2121212121212121,0,1,1,17.8,1.0,516,660,191.66,211.09,19.43
0,2018,1,1,1,93,461,34,0,3.9,33,0,2,276.6386492404544,290.5489188449432,0.1212121212121212,0.1515151515151515,0,1,1,17.8,1.0,626,870,262.45,288.42,25.97
0,2018,1,1,1,94,632,34,2,3.6,38,0,2,284.22184220460554,294.21922234805584,0.1052631578947368,0.1842105263157894,0,1,1,17.8,1.0,491,631,191.71,210.68,18.97
0,2018,1,1,1,97,628,77,0,4.6,38,0,2,301.534728654764,310.55137263567264,0.1052631578947368,0.0789473684210526,0,1,1,18.9,1.2,965,1347,399.98,439.14,39.16
0,2018,1,1,1,99,596,71,0,4.5,38,0,2,283.0233125219838,304.8729115371087,0.131578947368421,0.1842105263157894,0,1,1,16.8,1.2,979,1366,428.73,471.38,42.65
0,2018,1,1,1,101,699,85,2,2.8,38,0,0,302.8610546469884,331.7254056641404,0.131578947368421,0.2105263157894736,0,1,1,18.2,1.2,1168,1493,454.91,500.28,45.37
0,2018,1,1,1,102,593,77,0,2.8,33,0,2,264.10251842299186,275.0171352247605,0.1212121212121212,0.0606060606060606,0,1,1,18.9,1.2,469,646,198.31,217.75,19.44
0,2018,1,1,1,104,647,56,0,4.5,43,0,3,261.7076516553568,284.9708191102886,0.1162790697674418,0.1627906976744186,0,1,1,18.5,1.0,1245,1737,509.25,559.64,50.39
0,2018,1,1,1,106,675,34,0,4.0,37,0,0,282.49254750593826,301.26525178147267,0.1081081081081081,0.2162162162162162,0,1,1,17.8,1.0,748,1040,313.29,344.41,31.12
0,2018,1,1,1,108,579,56,1,4.4,42,0,3,275.41356277967884,293.01409449855225,0.119047619047619,0.119047619047619,0,1,1,18.5,1.0,1172,1810,533.68,586.29,52.61
0,2018,1,1,1,109,599,56,0,3.6,41,0,3,266.71438303233936,289.9655254094918,0.1219512195121951,0.1707317073170731,0,1,1,18.5,1.0,1023,1418,418.89,460.42,41.53
0,2018,1,1,1,110,485,77,0,3.8,35,0,3,274.75343224092114,283.3115367581931,0.1142857142857142,0.1714285714285714,0,1,1,18.9,1.2,775,1076,327.26,359.66,32.4
0,2018,1,1,1,113,680,77,2,4.0,36,0,2,290.7180070523704,299.8015972312916,0.1944444444444444,0.0,0,1,1,18.9,1.2,745,961,291.01,319.79,28.78
0,2018,1,1,1,124,590,56,2,4.0,34,0,2,282.1179737019555,300.71439424589795,0.1470588235294117,0.1470588235294117,0,1,1,18.5,1.0,822,1060,312.38,343.43,31.05
0,2018,1,1,1,126,577,56,0,2.7,39,0,3,268.55117830188675,283.895370754717,0.1282051282051282,0.0256410256410256,0,1,1,18.5,1.0,916,1262,358.48,393.55,35.07
0,2018,1,1,1,129,593,77,0,3.9,36,0,3,252.9229510983264,263.0430282426778,0.1111111111111111,0.25,0,1,1,18.9,1.2,680,945,278.91,306.72,27.81
0,2018,1,1,1,132,522,56,0,3.9,44,0,3,274.64211766289714,293.80925888529885,0.1136363636363636,0.25,0,1,1,18.5,1.0,1274,1769,536.09,589.58,53.49
0,2018,1,1,1,137,590,56,0,4.4,44,0,3,259.5053514140009,279.227230876217,0.1136363636363636,0.1590909090909091,0,1,1,18.5,1.0,1895,2642,770.53,846.71,76.18
0,2018,1,1,1,139,693,34,2,2.8,28,0,2,257.98828461907044,267.140289889794,0.1428571428571428,0.1785714285714285,0,1,1,17.8,1.0,389,497,151.62,166.73,15.11
0,2018,1,1,1,143,562,77,1,3.8,33,0,3,275.70350185372433,285.3784664644422,0.1212121212121212,0.1515151515151515,0,1,1,18.9,1.2,460,707,205.73,226.08,20.35
0,2018,1,1,1,145,620,77,0,3.9,39,0,3,268.2791697738007,274.63064794100586,0.1025641025641025,0.1282051282051282,0,1,1,18.9,1.2,1054,1464,433.56,476.19,42.63
0,2018,1,1,1,146,526,34,1,5.0,39,4,1,286.3709300316729,295.5765649294558,0.1025641025641025,0.1794871794871795,0,1,1,17.8,1.0,1068,1655,489.54,537.93,48.39
0,2018,1,1,1,149,478,77,0,2.4,35,0,3,236.5038984608316,253.377785435332,0.1142857142857142,0.1428571428571428,0,1,1,18.9,1.2,377,518,153.92,169.11,15.19
0,2018,1,1,1,152,576,34,1,4.0,37,0,3,269.3000114942529,281.3190620689655,0.1081081081081081,0.054054054054054,0,1,1,17.8,1.0,704,1084,315.4,346.22,30.82
0,2018,1,1,1,153,590,56,0,3.9,45,0,2,287.5635223555071,308.21906670301706,0.1111111111111111,0.0888888888888888,0,1,1,18.5,1.0,961,1335,388.9,427.06,38.16
0,2018,1,1,1,157,609,93,0,4.1,35,0,2,263.8053337637185,271.0763770174306,0.1142857142857142,0.2285714285714285,0,1,1,17.5,1.2,663,922,281.67,309.72,28.05
0,2018,1,1,1,161,658,34,1,3.9,33,0,3,277.81335494009033,282.55139461795324,0.1212121212121212,0.1212121212121212,0,1,1,17.8,1.0,397,611,177.59,195.11,17.52
0,2018,1,1,1,162,526,34,2,2.0,28,0,2,308.7873612463486,319.6002507302824,0.2142857142857142,0.0714285714285714,0,1,1,17.8,1.0,385,489,144.77,159.25,14.48
0,2018,1,1,1,174,700,56,0,7.0,45,0,3,255.99150628581995,276.94913246441115,0.1111111111111111,0.2444444444444444,0,1,1,18.5,1.0,1814,2576,772.13,849.09,76.96
0,2018,1,1,1,177,683,56,0,3.4,33,0,2,270.4172975492808,281.2571084176878,0.1212121212121212,0.2121212121212121,0,1,1,18.5,1.0,646,894,259.93,285.8,25.87
0,2018,1,1,1,186,649,34,0,3.4,35,0,3,277.90065884290715,290.5058575252213,0.1142857142857142,0.2571428571428571,0,1,1,17.8,1.0,418,578,175.27,192.77,17.5
1,2018,1,1,5,10,590,56,1,6.3,45,0,3,279.14388636632845,300.493569313381,0.1111111111111111,0.0444444444444444,0,0,0,18.5,1.0,2095,3275,975.8,1036.95,61.15
1,2018,1,1,5,11,679,56,0,3.7,42,0,3,259.2951338171921,277.4755624858244,0.119047619047619,0.1428571428571428,0,0,0,18.5,1.0,1645,2281,657.68,699.65,41.97
1,2018,1,1,5,13,590,56,1,6.7,45,0,3,263.44108631607463,283.023964985947,0.1111111111111111,0.1333333333333333,0,0,0,18.5,1.0,2549,3994,1164.04,1238.02,73.98
1,2018,1,1,5,14,654,56,2,2.7,39,0,3,271.932431640625,298.77857964409725,0.1282051282051282,0.2564102564102564,0,0,0,18.5,1.0,941,1202,353.72,376.76,23.04
1,2018,1,1,5,17,517,56,0,3.2,40,0,3,271.6642287169537,295.8293754547659,0.125,0.125,0,0,0,18.5,1.0,771,1066,308.18,327.83,19.65
1,2018,1,1,5,20,522,56,0,4.0,42,0,3,271.5135305742851,297.7105661474076,0.119047619047619,0.1904761904761904,0,0,0,18.5,1.0,800,1112,320.09,340.67,20.58
1,2018,1,1,5,23,698,23,0,3.4,44,0,2,292.7724012559908,313.42672533465543,0.1136363636363636,0.1136363636363636,0,0,0,17.5,1.2,1131,1565,484.27,514.98,30.71
1,2018,1,1,5,24,614,85,1,3.6,44,0,3,268.456890062727,282.58757741828987,0.1136363636363636,0.0681818181818181,0,0,0,18.2,1.2,1275,1959,572.76,608.82,36.06
1,2018,1,1,5,26,515,77,2,3.0,32,0,2,273.66513859275057,288.49763326226014,0.125,0.15625,0,0,0,18.9,1.2,616,788,238.93,254.24,15.31
1,2018,1,1,5,27,713,85,0,4.5,45,0,3,261.9301098901099,280.09737998843264,0.1111111111111111,0.1777777777777777,0,0,0,18.2,1.2,1603,2236,665.31,707.89,42.58
1,2018,1,1,5,29,526,34,2,4.0,34,6,2,284.5467025250261,295.1856432093232,0.1176470588235294,0.0588235294117647,0,0,0,17.8,1.0,690,890,259.15,275.46,16.31
1,2018,1,1,5,30,604,56,0,3.5,45,0,3,277.957376866312,299.5579337566501,0.1111111111111111,0.2222222222222222,0,0,0,18.5,1.0,1088,1507,452.22,481.36,29.14
1,2018,1,1,5,32,526,34,0,3.8,37,0,2,286.25639485627835,296.1085885022693,0.1081081081081081,0.081081081081081,0,0,0,17.8,1.0,616,855,259.94,276.31,16.37
1,2018,1,1,5,34,615,34,1,4.2,38,0,3,311.9914886257816,319.036034322203,0.1052631578947368,0.0789473684210526,0,0,0,17.8,1.0,630,972,290.68,308.96,18.28
1,2018,1,1,5,36,517,56,1,4.4,43,0,3,265.50054335719966,281.80820843277644,0.1162790697674418,0.2093023255813953,0,0,0,18.5,1.0,1101,1700,500.85,533.11,32.26
1,2018,1,1,5,39,526,34,2,3.8,36,6,2,319.9884103703704,334.35311259259254,0.1944444444444444,0.0833333333333333,0,0,0,17.8,1.0,678,873,258.97,275.73,16.76
1,2018,1,1,5,41,590,56,2,1.9,29,0,0,328.6211701380763,360.18455651766914,0.1724137931034483,0.0344827586206896,0,0,0,18.5,1.0,436,553,169.39,180.2,10.81
1,2018,1,1,5,42,561,77,1,3.9,38,0,3,264.45452804786834,271.9295467464473,0.1052631578947368,0.1052631578947368,0,0,0,18.9,1.2,562,865,250.35,266.16,15.81
1,2018,1,1,5,43,590,56,0,5.1,44,0,3,258.3785079117015,282.20943465520605,0.1136363636363636,0.2045454545454545,0,0,0,18.5,1.0,2363,3310,962.41,1024.31,61.9
1,2018,1,1,5,50,556,77,0,4.8,39,0,3,256.1872378733319,262.1407816140648,0.1025641025641025,0.1025641025641025,0,0,0,18.9,1.2,873,1221,355.69,378.13,22.44
1,2018,1,1,5,51,638,56,0,7.0,45,0,3,268.630067547724,289.2465315712188,0.1111111111111111,0.1333333333333333,0,0,0,18.5,1.0,1551,2202,671.08,713.73,42.65
1,2018,1,1,5,52,685,56,1,5.6,45,0,3,268.81052349211507,286.1742708502683,0.1111111111111111,0.1111111111111111,0,0,0,18.5,1.0,1577,2454,703.62,748.18,44.56
1,2018,1,1,5,53,590,56,0,3.8,42,0,3,272.2520529631058,295.6208175858079,0.119047619047619,0.2142857142857142,0,0,0,18.5,1.0,725,1006,299.72,319.06,19.34
1,2018,1,1,5,55,647,56,2,2.0,33,0,0,300.58824624194705,335.99474469100454,0.1515151515151515,0.1212121212121212,0,0,0,18.5,1.0,854,1084,327.87,348.93,21.06
1,2018,1,1,5,57,541,77,2,2.8,28,0,2,293.8056985456148,303.3823336271485,0.1428571428571428,0.1071428571428571,0,0,0,18.9,1.2,459,587,183.73,195.48,11.75
1,2018,1,1,5,58,695,77,2,3.8,35,0,2,299.0123924481585,310.2612705044877,0.1142857142857142,0.1714285714285714,0,0,0,18.9,1.2,649,836,253.55,269.78,16.23
1,2018,1,1,5,59,456,56,0,4.2,43,0,3,265.8315329717385,280.5631915501,0.1162790697674418,0.2790697674418604,0,0,0,18.5,1.0,1292,1799,527.14,561.47,34.33
1,2018,1,1,5,61,473,77,0,4.5,38,0,2,301.3928802075825,311.1573014271298,0.1052631578947368,0.1052631578947368,0,0,0,18.9,1.2,643,897,271.08,288.2,17.12
1,2018,1,1,5,64,553,77,0,4.4,35,0,2,267.36627643504534,275.35124622356494,0.1142857142857142,0.1714285714285714,0,0,0,18.9,1.2,614,856,254.8,271.11,16.31
1,2018,1,1,5,65,602,34,0,4.8,37,0,3,271.36230985097734,280.24530868976194,0.1081081081081081,0.1081081081081081,0,0,0,17.8,1.0,956,1336,392.0,416.79,24.79
1,2018,1,1,5,66,648,34,0,4.1,38,0,1,265.4639362769694,303.0792197691921,0.1578947368421052,0.1578947368421052,0,0,0,17.8,1.0,1111,1546,436.93,465.22,28.29
1,2018,1,1,5,67,638,56,1,7.0,43,0,3,265.7125483457596,281.76594827586206,0.1162790697674418,0.1627906976744186,0,0,0,18.5,1.0,1479,2322,660.3,702.53,42.23
1,2018,1,1,5,68,676,34,1,4.1,39,0,2,275.704632076784,287.7534636249826,0.1025641025641025,0.1538461538461538,0,0,0,17.8,1.0,615,947,278.96,296.7,17.74
1,2018,1,1,5,72,638,56,2,3.9,40,0,2,279.6505476809528,307.1411071039168,0.125,0.275,0,0,0,18.5,1.0,1196,1542,459.17,489.13,29.96
1,2018,1,1,5,73,576,34,0,4.0,33,0,2,304.5227715968586,314.1553844895288,0.1212121212121212,0.1212121212121212,0,0,0,17.8,1.0,568,790,233.54,248.4,14.86
1,2018,1,1,5,74,702,35,0,2.8,34,0,2,298.3309783183501,305.2653305129561,0.1176470588235294,0.0294117647058823,0,0,0,18.2,1.2,355,489,145.32,154.42,9.1
1,2018,1,1,5,75,651,77,1,4.7,38,0,1,285.2106304252521,294.7448943445857,0.1052631578947368,0.1052631578947368,0,0,0,18.9,1.2,988,1529,453.89,482.56,28.67
1,2018,1,1,5,76,614,85,0,3.0,38,0,2,288.27229562555794,314.4466177783446,0.131578947368421,0.0263157894736842,0,0,0,18.2,1.2,741,1023,301.27,320.22,18.95
1,2018,1,1,5,77,676,34,0,3.8,34,0,2,291.11124314056565,301.1661207260448,0.1176470588235294,0.1470588235294117,0,0,0,17.8,1.0,442,613,184.92,196.72,11.8
1,2018,1,1,5,80,604,56,2,5.1,44,0,3,263.86718452100047,284.4254742803209,0.1136363636363636,0.0227272727272727,0,0,0,18.5,1.0,1053,1370,404.47,429.75,25.28
1,2018,1,1,5,81,526,34,0,4.0,37,0,2,310.3720232061883,321.26768071485725,0.1081081081081081,0.081081081081081,0,0,0,17.8,1.0,698,970,290.8,309.11,18.31
1,2018,1,1,5,83,659,77,0,5.3,38,0,3,274.4917754648343,282.4473241713824,0.1052631578947368,0.1052631578947368,0,0,0,18.9,1.2,938,1316,392.38,417.16,24.78
1,2018,1,1,5,86,699,85,2,4.0,37,0,2,301.8477806826435,318.6229934640523,0.1351351351351351,0.1891891891891892,0,0,0,18.2,1.2,1381,1781,538.55,573.34,34.79
1,2018,1,1,5,88,526,34,0,4.1,38,0,2,293.06486450317834,302.32569588491134,0.1052631578947368,0.131578947368421,0,0,0,17.8,1.0,556,773,228.42,242.91,14.49
1,2018,1,1,5,89,703,56,0,4.8,41,0,3,269.07142436149314,285.26077424540097,0.1219512195121951,0.1219512195121951,0,0,0,18.5,1.0,1036,1448,428.5,455.78,27.28
1,2018,1,1,5,91,590,56,2,0.9,21,0,0,362.7731382208056,412.99945233265726,0.238095238095238,0.0,0,0,0,18.5,1.0,361,455,139.99,149.06,9.07
1,2018,1,1,5,92,526,34,2,2.9,33,6,2,292.1616552346571,304.84792057761734,0.2121212121212121,0.2121212121212121,0,0,0,17.8,1.0,561,717,208.12,221.93,13.81
1,2018,1,1,5,93,461,34,0,3.9,33,0,2,276.6386492404544,290.5489188449432,0.1212121212121212,0.1515151515151515,0,0,0,17.8,1.0,680,945,285.0,303.22,18.22
1,2018,1,1,5,94,632,34,2,3.6,38,0,2,284.22184220460554,294.21922234805584,0.1052631578947368,0.1842105263157894,0,0,0,17.8,1.0,533,685,208.19,221.5,13.31
1,2018,1,1,5,97,628,77,0,4.6,38,0,2,301.534728654764,310.55137263567264,0.1052631578947368,0.0789473684210526,0,0,0,18.9,1.2,1048,1463,434.38,461.7,27.32
1,2018,1,1,5,99,596,71,0,4.5,38,0,2,283.0233125219838,304.8729115371087,0.131578947368421,0.1842105263157894,0,0,0,16.8,1.2,1063,1483,465.55,495.57,30.02
1,2018,1,1,5,101,699,85,2,2.8,38,0,0,302.8610546469884,331.7254056641404,0.131578947368421,0.2105263157894736,0,0,0,18.2,1.2,1268,1621,494.0,525.98,31.98
1,2018,1,1,5,102,593,77,0,2.8,33,0,2,264.10251842299186,275.0171352247605,0.1212121212121212,0.0606060606060606,0,0,0,18.9,1.2,509,702,215.35,228.92,13.57
1,2018,1,1,5,104,647,56,0,4.5,43,0,3,261.7076516553568,284.9708191102886,0.1162790697674418,0.1627906976744186,0,0,0,18.5,1.0,1353,1887,553.04,588.41,35.37
1,2018,1,1,5,106,675,34,0,4.0,37,0,0,282.49254750593826,301.26525178147267,0.1081081081081081,0.2162162162162162,0,0,0,17.8,1.0,812,1129,340.19,362.07,21.88
1,2018,1,1,5,108,579,56,1,4.4,42,0,3,275.41356277967884,293.01409449855225,0.119047619047619,0.119047619047619,0,0,0,18.5,1.0,1273,1965,579.53,616.37,36.84
1,2018,1,1,5,109,599,56,0,3.6,41,0,3,266.71438303233936,289.9655254094918,0.1219512195121951,0.1707317073170731,0,0,0,18.5,1.0,1111,1540,454.88,484.06,29.18
1,2018,1,1,5,110,485,77,0,3.8,35,0,3,274.75343224092114,283.3115367581931,0.1142857142857142,0.1714285714285714,0,0,0,18.9,1.2,841,1168,355.39,378.13,22.74
1,2018,1,1,5,113,680,77,2,4.0,36,0,2,290.7180070523704,299.8015972312916,0.1944444444444444,0.0,0,0,0,18.9,1.2,762,983,297.61,316.62,19.01
1,2018,1,1,5,124,590,56,2,4.0,34,0,2,282.1179737019555,300.71439424589795,0.1470588235294117,0.1470588235294117,0,0,0,18.5,1.0,892,1151,339.22,361.07,21.85
1,2018,1,1,5,126,577,56,0,2.7,39,0,3,268.55117830188675,283.895370754717,0.1282051282051282,0.0256410256410256,0,0,0,18.5,1.0,996,1371,389.3,413.76,24.46
1,2018,1,1,5,129,593,77,0,3.9,36,0,3,252.9229510983264,263.0430282426778,0.1111111111111111,0.25,0,0,0,18.9,1.2,739,1026,302.86,322.46,19.6
1,2018,1,1,5,132,522,56,0,3.9,44,0,3,274.64211766289714,293.80925888529885,0.1136363636363636,0.25,0,0,0,18.5,1.0,1383,1921,582.16,619.87,37.71
1,2018,1,1,5,137,590,56,0,4.4,44,0,3,259.5053514140009,279.227230876217,0.1136363636363636,0.1590909090909091,0,0,0,18.5,1.0,2058,2869,836.7,890.13,53.43
1,2018,1,1,5,139,693,34,2,2.8,28,0,2,257.98828461907044,267.140289889794,0.1428571428571428,0.1785714285714285,0,0,0,17.8,1.0,423,540,164.65,175.29,10.64
1,2018,1,1,5,143,562,77,1,3.8,33,0,3,275.70350185372433,285.3784664644422,0.1212121212121212,0.1515151515151515,0,0,0,18.9,1.2,499,767,223.42,237.71,14.29
1,2018,1,1,5,145,620,77,0,3.9,39,0,3,268.2791697738007,274.63064794100586,0.1025641025641025,0.1282051282051282,0,0,0,18.9,1.2,1145,1590,470.8,500.62,29.82
1,2018,1,1,5,146,526,34,1,5.0,39,4,1,286.3709300316729,295.5765649294558,0.1025641025641025,0.1794871794871795,0,0,0,17.8,1.0,1159,1797,531.59,565.53,33.94
1,2018,1,1,5,149,478,77,0,2.4,35,0,3,236.5038984608316,253.377785435332,0.1142857142857142,0.1428571428571428,0,0,0,18.9,1.2,410,563,167.15,177.8,10.65
1,2018,1,1,5,152,576,34,1,4.0,37,0,3,269.3000114942529,281.3190620689655,0.1081081081081081,0.054054054054054,0,0,0,17.8,1.0,764,1177,342.48,363.95,21.47
