date,year,month,week,day_of_week,restaurant_id,city_code,region_code,center_type,op_area,unique_meals,dominant_category,dominant_cuisine,avg_checkout_price,avg_base_price,emailer_promo_rate,homepage_feature_rate,is_weekend,is_holiday,special_event,temperature_c,precipitation_mm,estimated_customers,num_orders,food_sold_kg,food_prepared_kg,food_waste_kg,food_waste_kg_original,consumption_ratio,food_waste_kg_base,gaussian_noise_kg
0,2018,1,1,1,101,699,85,2,2.8,38,0,0,302.8610546469884,331.7254056641404,0.131578947368421,0.2105263157894736,0,1,1,18.2,1.2,1168,1493,454.91,500.28,46.00128822583848,45.37,0.9093107859598626,45.36999999999994,0.6312882258385404
0,2018,1,1,1,102,593,77,0,2.8,33,0,2,264.10251842299186,275.0171352247605,0.1212121212121212,0.0606060606060606,0,1,1,18.9,1.2,469,646,198.31,217.75,17.98284418014433,19.44,0.9107233065442021,19.439999999999998,-1.4571558198556664
0,2018,1,1,1,104,647,56,0,4.5,43,0,3,261.7076516553568,284.9708191102886,0.1162790697674418,0.1627906976744186,0,1,1,18.5,1.0,1245,1737,509.25,559.64,50.07032878364268,50.39,0.9099599742691731,50.38999999999998,-0.31967121635730134
0,2018,1,1,1,106,675,34,0,4.0,37,0,0,282.49254750593826,301.26525178147267,0.1081081081081081,0.2162162162162162,0,1,1,17.8,1.0,748,1040,313.29,344.41,30.649627345707213,31.12,0.9096425771609419,31.120000000000008,-0.4703726542927955
0,2018,1,1,1,108,579,56,1,4.4,42,0,3,275.41356277967884,293.01409449855225,0.119047619047619,0.119047619047619,0,1,1,18.5,1.0,1172,1810,533.68,586.29,51.97112215175671,52.61,0.9102662504903716,52.61000000000005,-0.6388778482433419
0,2018,1,1,1,109,599,56,0,3.6,41,0,3,266.71438303233936,289.9655254094918,0.1219512195121951,0.1707317073170731,0,1,1,18.5,1.0,1023,1418,418.89,460.42,41.25485774877334,41.53,0.9097997480561226,41.53000000000002,-0.27514225122668373
0,2018,1,1,1,110,485,77,0,3.8,35,0,3,274.75343224092114,283.3115367581931,0.1142857142857142,0.1714285714285714,0,1,1,18.9,1.2,775,1076,327.26,359.66,33.89494131123444,32.4,0.9099149196463325,32.40000000000004,1.4949413112343959
0,2018,1,1,1,113,680,77,2,4.0,36,0,2,290.7180070523704,299.8015972312916,0.1944444444444444,0.0,0,1,1,18.9,1.2,745,961,291.01,319.79,27.91416888430679,28.78,0.9100034397573407,28.780000000000033,-0.8658311156932432
0,2018,1,1,1,124,590,56,2,4.0,34,0,2,282.1179737019555,300.71439424589795,0.1470588235294117,0.1470588235294117,0,1,1,18.5,1.0,822,1060,312.38,343.43,32.01827835459151,31.05,0.9095885624435838,31.050000000000026,0.9682783545914808
0,2018,1,1,1,126,577,56,0,2.7,39,0,3,268.55117830188675,283.895370754717,0.1282051282051282,0.0256410256410256,0,1,1,18.5,1.0,916,1262,358.48,393.55,33.38713022838418,35.07,0.9108880701308602,35.069999999999986,-1.6828697716158048
0,2018,1,1,1,129,593,77,0,3.9,36,0,3,252.9229510983264,263.0430282426778,0.1111111111111111,0.25,0,1,1,18.9,1.2,680,945,278.91,306.72,27.475114970014218,27.81,0.909330985915493,27.80999999999999,-0.33488502998577485
0,2018,1,1,1,132,522,56,0,3.9,44,0,3,274.64211766289714,293.80925888529885,0.1136363636363636,0.25,0,1,1,18.5,1.0,1274,1769,536.09,589.58,53.65275306510501,53.49,0.9092743987245158,53.49,0.1627530651050056
0,2018,1,1,1,137,590,56,0,4.4,44,0,3,259.5053514140009,279.227230876217,0.1136363636363636,0.1590909090909091,0,1,1,18.5,1.0,1895,2642,770.53,846.71,76.76622233135936,76.18,0.9100282269017727,76.18000000000008,0.5862223313592781
0,2018,1,1,1,139,693,34,2,2.8,28,0,2,257.98828461907044,267.140289889794,0.1428571428571428,0.1785714285714285,0,1,1,17.8,1.0,389,497,151.62,166.73,15.821226579792842,15.11,0.9093744377136689,15.109999999999987,0.711226579792855
0,2018,1,1,1,143,562,77,1,3.8,33,0,3,275.70350185372433,285.3784664644422,0.1212121212121212,0.1515151515151515,0,1,1,18.9,1.2,460,707,205.73,226.08,21.143347235199933,20.35,0.9099876150035385,20.35000000000001,0.7933472351999252
0,2018,1,1,1,145,620,77,0,3.9,39,0,3,268.2791697738007,274.63064794100586,0.1025641025641025,0.1282051282051282,0,1,1,18.9,1.2,1054,1464,433.56,476.19,42.28127492775156,42.63,0.9104769104769105,42.629999999999995,-0.3487250722484376
0,2018,1,1,1,146,526,34,1,5.0,39,4,1,286.3709300316729,295.5765649294558,0.1025641025641025,0.1794871794871795,0,1,1,17.8,1.0,1068,1655,489.54,537.93,47.92764820733534,48.39,0.9100440577770343,48.38999999999991,-0.46235179266456716
0,2018,1,1,1,149,478,77,0,2.4,35,0,3,236.5038984608316,253.377785435332,0.1142857142857142,0.1428571428571428,0,1,1,18.9,1.2,377,518,153.92,169.11,16.047975881257173,15.19,0.9101768079947962,15.19000000000002,0.8579758812571538
0,2018,1,1,1,152,576,34,1,4.0,37,0,3,269.3000114942529,281.3190620689655,0.1081081081081081,0.054054054054054,0,1,1,17.8,1.0,704,1084,315.4,346.22,30.62869567511842,30.82,0.9109814568771301,30.820000000000032,-0.1913043248816149
0,2018,1,1,1,153,590,56,0,3.9,45,0,2,287.5635223555071,308.21906670301706,0.1111111111111111,0.0888888888888888,0,1,1,18.5,1.0,961,1335,388.9,427.06,36.88431367666209,38.16,0.9106448742565447,38.16000000000001,-1.2756863233379219
0,2018,1,1,1,157,609,93,0,4.1,35,0,2,263.8053337637185,271.0763770174306,0.1142857142857142,0.2285714285714285,0,1,1,17.5,1.2,663,922,281.67,309.72,26.916712785996516,28.05,0.9094343277799303,28.049999999999997,-1.1332872140034806
0,2018,1,1,1,161,658,34,1,3.9,33,0,3,277.81335494009033,282.55139461795324,0.1212121212121212,0.1212121212121212,0,1,1,17.8,1.0,397,611,177.59,195.11,16.60054771399841,17.52,0.9102045000256265,17.52000000000002,-0.9194522860016113
0,2018,1,1,1,162,526,34,2,2.0,28,0,2,308.7873612463486,319.6002507302824,0.2142857142857142,0.0714285714285714,0,1,1,17.8,1.0,385,489,144.77,159.25,14.97716074405375,14.48,0.9090737833594977,14.479999999999986,0.49716074405376404
0,2018,1,1,1,174,700,56,0,7.0,45,0,3,255.99150628581995,276.94913246441115,0.1111111111111111,0.2444444444444444,0,1,1,18.5,1.0,1814,2576,772.13,849.09,77.10242573607059,76.96,0.9093617873252541,76.96000000000002,0.14242573607056525
0,2018,1,1,1,177,683,56,0,3.4,33,0,2,270.4172975492808,281.2571084176878,0.1212121212121212,0.2121212121212121,0,1,1,18.5,1.0,646,894,259.93,285.8,26.56048535406778,25.87,0.9094821553533939,25.87000000000001,0.6904853540677682
0,2018,1,1,1,186,649,34,0,3.4,35,0,3,277.90065884290715,290.5058575252213,0.1142857142857142,0.2571428571428571,0,1,1,17.8,1.0,418,578,175.27,192.77,17.072747353663463,17.5,0.9092182393525964,17.499999999999996,-0.42725264633653426
1,2018,1,1,5,10,590,56,1,6.3,45,0,3,279.14388636632845,300.493569313381,0.1111111111111111,0.0444444444444444,0,0,0,18.5,1.0,2095,3275,975.8,1036.95,61.308539691076845,61.15,0.9410289792178985,61.150000000000134,0.15853969107671423
1,2018,1,1,5,11,679,56,0,3.7,42,0,3,259.2951338171921,277.4755624858244,0.119047619047619,0.1428571428571428,0,0,0,18.5,1.0,1645,2281,657.68,699.65,42.59559039396736,41.97,0.9400128635746444,41.97000000000003,0.6255903939673367
1,2018,1,1,5,13,590,56,1,6.7,45,0,3,263.44108631607463,283.023964985947,0.1111111111111111,0.1333333333333333,0,0,0,18.5,1.0,2549,3994,1164.04,1238.02,73.67065346027982,73.98,0.9402432917077268,73.98000000000006,-0.3093465397202384
1,2018,1,1,5,14,654,56,2,2.7,39,0,3,271.932431640625,298.77857964409725,0.1282051282051282,0.2564102564102564,0,0,0,18.5,1.0,941,1202,353.72,376.76,23.496775237557355,23.04,0.9388470113600171,23.039999999999942,0.45677523755741145
1,2018,1,1,5,17,517,56,0,3.2,40,0,3,271.6642287169537,295.8293754547659,0.125,0.125,0,0,0,18.5,1.0,771,1066,308.18,327.83,18.98807405893334,19.65,0.9400603971570631,19.64999999999999,-0.6619259410666513
1,2018,1,1,5,20,522,56,0,4.0,42,0,3,271.5135305742851,297.7105661474076,0.119047619047619,0.1904761904761904,0,0,0,18.5,1.0,800,1112,320.09,340.67,20.216946153434957,20.58,0.9395896321953796,20.58000000000003,-0.3630538465650718
1,2018,1,1,5,23,698,23,0,3.4,44,0,2,292.7724012559908,313.42672533465543,0.1136363636363636,0.1136363636363636,0,0,0,17.5,1.2,1131,1565,484.27,514.98,30.328262106001734,30.71,0.940366616179269,30.710000000000065,-0.3817378939983291
1,2018,1,1,5,24,614,85,1,3.6,44,0,3,268.456890062727,282.58757741828987,0.1136363636363636,0.0681818181818181,0,0,0,18.2,1.2,1275,1959,572.76,608.82,34.86416035441101,36.06,0.9407706711343253,36.06000000000005,-1.1958396455890397
1,2018,1,1,5,26,515,77,2,3.0,32,0,2,273.66513859275057,288.49763326226014,0.125,0.15625,0,0,0,18.9,1.2,616,788,238.93,254.24,15.796972480785595,15.31,0.9397813089993706,15.310000000000013,0.4869724807855818
1,2018,1,1,5,27,713,85,0,4.5,45,0,3,261.9301098901099,280.09737998843264,0.1111111111111111,0.1777777777777777,0,0,0,18.2,1.2,1603,2236,665.31,707.89,42.11059765979733,42.58,0.9398494116317506,42.580000000000055,-0.46940234020272387
1,2018,1,1,5,29,526,34,2,4.0,34,6,2,284.5467025250261,295.1856432093232,0.1176470588235294,0.0588235294117647,0,0,0,17.8,1.0,690,890,259.15,275.46,16.322494118727686,16.31,0.9407899513540986,16.31,0.01249411872768743
1,2018,1,1,5,30,604,56,0,3.5,45,0,3,277.957376866312,299.5579337566501,0.1111111111111111,0.2222222222222222,0,0,0,18.5,1.0,1088,1507,452.22,481.36,29.620746658905887,29.14,0.9394631876350341,29.13999999999998,0.48074665890590895
1,2018,1,1,5,32,526,34,0,3.8,37,0,2,286.25639485627835,296.1085885022693,0.1081081081081081,0.081081081081081,0,0,0,17.8,1.0,616,855,259.94,276.31,16.81653117602995,16.37,0.9407549491513155,16.370000000000008,0.4465311760299441
1,2018,1,1,5,34,615,34,1,4.2,38,0,3,311.9914886257816,319.036034322203,0.1052631578947368,0.0789473684210526,0,0,0,17.8,1.0,630,972,290.68,308.96,18.94538510897277,18.28,0.9408337648886588,18.279999999999983,0.6653851089727862
1,2018,1,1,5,36,517,56,1,4.4,43,0,3,265.50054335719966,281.80820843277644,0.1162790697674418,0.2093023255813953,0,0,0,18.5,1.0,1101,1700,500.85,533.11,32.16151451549058,32.26,0.939487160248354,32.260000000000005,-0.09848548450942361
1,2018,1,1,5,39,526,34,2,3.8,36,6,2,319.9884103703704,334.35311259259254,0.1944444444444444,0.0833333333333333,0,0,0,17.8,1.0,678,873,258.97,275.73,16.336701687955827,16.76,0.9392158996119393,16.75999999999998,-0.42329831204415375
1,2018,1,1,5,41,590,56,2,1.9,29,0,0,328.6211701380763,360.18455651766914,0.1724137931034483,0.0344827586206896,0,0,0,18.5,1.0,436,553,169.39,180.2,10.730281789093608,10.81,0.9400110987791342,10.810000000000008,-0.07971821090639905
1,2018,1,1,5,42,561,77,1,3.9,38,0,3,264.45452804786834,271.9295467464473,0.1052631578947368,0.1052631578947368,0,0,0,18.9,1.2,562,865,250.35,266.16,14.122665566042002,15.81,0.9405996393146978,15.810000000000032,-1.6873344339580298
1,2018,1,1,5,43,590,56,0,5.1,44,0,3,258.3785079117015,282.20943465520605,0.1136363636363636,0.2045454545454545,0,0,0,18.5,1.0,2363,3310,962.41,1024.31,60.45288752757691,61.9,0.939569075768078,61.9,-1.4471124724230873
1,2018,1,1,5,50,556,77,0,4.8,39,0,3,256.1872378733319,262.1407816140648,0.1025641025641025,0.1025641025641025,0,0,0,18.9,1.2,873,1221,355.69,378.13,21.117300387645606,22.44,0.9406553301774522,22.44000000000001,-1.3226996123544024
1,2018,1,1,5,51,638,56,0,7.0,45,0,3,268.630067547724,289.2465315712188,0.1111111111111111,0.1333333333333333,0,0,0,18.5,1.0,1551,2202,671.08,713.73,41.652753172398505,42.65,0.9402435094503524,42.649999999999984,-0.9972468276014818
1,2018,1,1,5,52,685,56,1,5.6,45,0,3,268.81052349211507,286.1742708502683,0.1111111111111111,0.1111111111111111,0,0,0,18.5,1.0,1577,2454,703.62,748.18,44.959774226723425,44.56,0.9404421395920768,44.55999999999999,0.3997742267234366
1,2018,1,1,5,53,590,56,0,3.8,42,0,3,272.2520529631058,295.6208175858079,0.119047619047619,0.2142857142857142,0,0,0,18.5,1.0,725,1006,299.72,319.06,18.434520944639925,19.34,0.939384441797781,19.339999999999986,-0.9054790553600608
1,2018,1,1,5,55,647,56,2,2.0,33,0,0,300.58824624194705,335.99474469100454,0.1515151515151515,0.1212121212121212,0,0,0,18.5,1.0,854,1084,327.87,348.93,20.681837445960614,21.06,0.9396440546814547,21.060000000000002,-0.3781625540393897
1,2018,1,1,5,57,541,77,2,2.8,28,0,2,293.8056985456148,303.3823336271485,0.1428571428571428,0.1071428571428571,0,0,0,18.9,1.2,459,587,183.73,195.48,13.049228297786065,11.75,0.9398915490075711,11.75,1.2992282977860654
1,2018,1,1,5,58,695,77,2,3.8,35,0,2,299.0123924481585,310.2612705044877,0.1142857142857142,0.1714285714285714,0,0,0,18.9,1.2,649,836,253.55,269.78,15.873736028938533,16.23,0.9398398695233154,16.229999999999958,-0.35626397106142593
1,2018,1,1,5,59,456,56,0,4.2,43,0,3,265.8315329717385,280.5631915501,0.1162790697674418,0.2790697674418604,0,0,0,18.5,1.0,1292,1799,527.14,561.47,35.067515568467144,34.33,0.9388569291324558,34.330000000000055,0.7375155684670865
1,2018,1,1,5,61,473,77,0,4.5,38,0,2,301.3928802075825,311.1573014271298,0.1052631578947368,0.1052631578947368,0,0,0,18.9,1.2,643,897,271.08,288.2,16.186382319990116,17.12,0.9405968077723803,17.119999999999994,-0.933617680009877
1,2018,1,1,5,64,553,77,0,4.4,35,0,2,267.36627643504534,275.35124622356494,0.1142857142857142,0.1714285714285714,0,0,0,18.9,1.2,614,856,254.8,271.11,16.104562442132366,16.31,0.9398399173767106,16.309999999999995,-0.20543755786763002
1,2018,1,1,5,65,602,34,0,4.8,37,0,3,271.36230985097734,280.24530868976194,0.1081081081081081,0.1081081081081081,0,0,0,17.8,1.0,956,1336,392.0,416.79,23.839977945089437,24.79,0.940521605604741,24.790000000000017,-0.9500220549105812
