date,year,month,week,day_of_week,restaurant_id,city_code,region_code,center_type,op_area,unique_meals,dominant_category,dominant_cuisine,avg_checkout_price,avg_base_price,emailer_promo_rate,homepage_feature_rate,is_weekend,is_holiday,special_event,temperature_c,precipitation_mm,estimated_customers,num_orders,food_sold_kg,food_prepared_kg,food_waste_kg
2018-01-01,2018,1,1,Monday,34,615,34,TYPE_B,4.2,38,Beverages,Thai,311.9914886257816,319.036034322203,0.10526315789473684,0.07894736842105263,0,1,1,17.8,1.0,580,895,267.66,293.86,26.2
2018-01-01,2018,1,1,Monday,36,517,56,TYPE_B,4.4,43,Beverages,Thai,265.50054335719966,281.80820843277644,0.11627906976744186,0.20930232558139536,0,1,1,18.5,1.0,1014,1565,461.25,507.11,45.86
2018-01-01,2018,1,1,Monday,39,526,34,TYPE_C,3.8,36,Sandwich,Italian,319.9884103703704,334.35311259259254,0.19444444444444445,0.08333333333333333,0,1,1,17.8,1.0,624,804,238.48,262.26,23.78
2018-01-01,2018,1,1,Monday,41,590,56,TYPE_C,1.9,29,Beverages,Continental,328.6211701380763,360.18455651766914,0.1724137931034483,0.034482758620689655,0,1,1,18.5,1.0,401,509,155.99,171.4,15.41
2018-01-01,2018,1,1,Monday,42,561,77,TYPE_B,3.9,38,Beverages,Thai,264.45452804786834,271.9295467464473,0.10526315789473684,0.10526315789473684,0,1,1,18.9,1.2,517,796,230.53,253.16,22.63
2018-01-01,2018,1,1,Monday,43,590,56,TYPE_A,5.1,44,Beverages,Thai,258.3785079117015,282.20943465520605,0.11363636363636363,0.20454545454545456,0,1,1,18.5,1.0,2176,3048,886.2,974.22,88.02
2018-01-01,2018,1,1,Monday,50,556,77,TYPE_A,4.8,39,Beverages,Thai,256.1872378733319,262.1407816140648,0.10256410256410256,0.10256410256410256,0,1,1,18.9,1.2,804,1124,327.53,359.65,32.12
2018-01-01,2018,1,1,Monday,51,638,56,TYPE_A,7.0,45,Beverages,Thai,268.63006754772397,289.2465315712188,0.1111111111111111,0.13333333333333333,0,1,1,18.5,1.0,1427,2027,617.94,678.84,60.9
2018-01-01,2018,1,1,Monday,52,685,56,TYPE_B,5.6,45,Beverages,Thai,268.81052349211507,286.1742708502683,0.1111111111111111,0.1111111111111111,0,1,1,18.5,1.0,1452,2260,647.98,711.7,63.72
2018-01-01,2018,1,1,Monday,53,590,56,TYPE_A,3.8,42,Beverages,Thai,272.2520529631058,295.6208175858079,0.11904761904761904,0.21428571428571427,0,1,1,18.5,1.0,668,927,276.01,303.48,27.47
2018-01-01,2018,1,1,Monday,55,647,56,TYPE_C,2.0,33,Beverages,Continental,300.58824624194705,335.99474469100454,0.15151515151515152,0.12121212121212122,0,1,1,18.5,1.0,786,998,301.93,331.89,29.96
2018-01-01,2018,1,1,Monday,57,541,77,TYPE_C,2.8,28,Beverages,Italian,293.8056985456148,303.3823336271485,0.14285714285714285,0.10714285714285714,0,1,1,18.9,1.2,423,540,169.18,185.92,16.74
2018-01-01,2018,1,1,Monday,58,695,77,TYPE_C,3.8,35,Beverages,Italian,299.0123924481585,310.26127050448775,0.11428571428571428,0.17142857142857143,0,1,1,18.9,1.2,597,769,233.48,256.59,23.11
2018-01-01,2018,1,1,Monday,59,456,56,TYPE_A,4.2,43,Beverages,Thai,265.8315329717385,280.56319155009993,0.11627906976744186,0.27906976744186046,0,1,1,18.5,1.0,1264,1759,515.47,567.08,51.61
2018-01-01,2018,1,1,Monday,61,473,77,TYPE_A,4.5,38,Beverages,Italian,301.3928802075825,311.1573014271298,0.10526315789473684,0.10526315789473684,0,1,1,18.9,1.2,592,826,249.64,274.14,24.5
2018-01-01,2018,1,1,Monday,64,553,77,TYPE_A,4.4,35,Beverages,Italian,267.36627643504534,275.35124622356494,0.11428571428571428,0.17142857142857143,0,1,1,18.9,1.2,565,788,234.64,257.87,23.23
2018-01-01,2018,1,1,Monday,65,602,34,TYPE_A,4.8,37,Beverages,Thai,271.36230985097734,280.24530868976194,0.10810810810810811,0.10810810810810811,0,1,1,17.8,1.0,881,1231,360.96,396.42,35.46
2018-01-01,2018,1,1,Monday,66,648,34,TYPE_A,4.1,38,Beverages,Indian,265.4639362769694,303.07921976919215,0.15789473684210525,0.15789473684210525,0,1,1,17.8,1.0,1024,1424,402.33,442.46,40.13
2018-01-01,2018,1,1,Monday,67,638,56,TYPE_B,7.0,43,Beverages,Thai,265.71254834575956,281.76594827586206,0.11627906976744186,0.16279069767441862,0,1,1,18.5,1.0,1362,2138,608.09,668.26,60.17
2018-01-01,2018,1,1,Monday,68,676,34,TYPE_B,4.1,39,Beverages,Italian,275.704632076784,287.7534636249826,0.10256410256410256,0.15384615384615385,0,1,1,17.8,1.0,566,872,256.9,282.23,25.33
2018-01-01,2018,1,1,Monday,72,638,56,TYPE_C,3.9,40,Beverages,Italian,279.6505476809528,307.1411071039168,0.125,0.275,0,1,1,18.5,1.0,1102,1420,422.83,465.22,42.39
2018-01-01,2018,1,1,Monday,73,576,34,TYPE_A,4.0,33,Beverages,Italian,304.5227715968586,314.1553844895288,0.12121212121212122,0.12121212121212122,0,1,1,17.8,1.0,524,728,215.05,236.26,21.21
2018-01-01,2018,1,1,Monday,74,702,35,TYPE_A,2.8,34,Beverages,Italian,298.3309783183501,305.2653305129561,0.11764705882352941,0.029411764705882353,0,1,1,18.2,1.2,327,450,133.81,146.88,13.07
2018-01-01,2018,1,1,Monday,75,651,77,TYPE_B,4.7,38,Beverages,Indian,285.2106304252521,294.7448943445857,0.10526315789473684,0.10526315789473684,0,1,1,18.9,1.2,911,1409,418.0,459.03,41.03
2018-01-01,2018,1,1,Monday,76,614,85,TYPE_A,3.0,38,Beverages,Italian,288.27229562555794,314.4466177783446,0.13157894736842105,0.02631578947368421,0,1,1,18.2,1.2,683,942,277.44,304.6,27.16
2018-01-01,2018,1,1,Monday,77,676,34,TYPE_A,3.8,34,Beverages,Italian,291.11124314056565,301.16612072604477,0.11764705882352941,0.14705882352941177,0,1,1,17.8,1.0,406,564,170.29,187.12,16.83
2018-01-01,2018,1,1,Monday,80,604,56,TYPE_C,5.1,44,Beverages,Thai,263.86718452100047,284.4254742803209,0.11363636363636363,0.022727272727272728,0,1,1,18.5,1.0,970,1262,372.45,408.76,36.31
2018-01-01,2018,1,1,Monday,81,526,34,TYPE_A,4.0,37,Beverages,Italian,310.3720232061883,321.26768071485725,0.10810810810810811,0.08108108108108109,0,1,1,17.8,1.0,642,893,267.78,294.02,26.24
2018-01-01,2018,1,1,Monday,83,659,77,TYPE_A,5.3,38,Beverages,Thai,274.4917754648343,282.4473241713824,0.10526315789473684,0.10526315789473684,0,1,1,18.9,1.2,864,1212,361.35,396.82,35.47
2018-01-01,2018,1,1,Monday,86,699,85,TYPE_C,4.0,37,Beverages,Italian,301.8477806826435,318.6229934640523,0.13513513513513514,0.1891891891891892,0,1,1,18.2,1.2,1271,1640,495.94,545.33,49.39
2018-01-01,2018,1,1,Monday,88,526,34,TYPE_A,4.1,38,Beverages,Italian,293.06486450317834,302.32569588491134,0.10526315789473684,0.13157894736842105,0,1,1,17.8,1.0,512,712,210.33,231.03,20.7
2018-01-01,2018,1,1,Monday,89,703,56,TYPE_A,4.8,41,Beverages,Thai,269.07142436149314,285.26077424540097,0.12195121951219512,0.12195121951219512,0,1,1,18.5,1.0,954,1333,394.57,433.5,38.93
2018-01-01,2018,1,1,Monday,91,590,56,TYPE_C,0.9,21,Beverages,Continental,362.77313822080555,412.99945233265726,0.23809523809523808,0.0,0,1,1,18.5,1.0,333,419,128.92,141.78,12.86
2018-01-01,2018,1,1,Monday,92,526,34,TYPE_C,2.9,33,Sandwich,Italian,292.1616552346571,304.84792057761734,0.21212121212121213,0.21212121212121213,0,1,1,17.8,1.0,516,660,191.66,211.09,19.43
2018-01-01,2018,1,1,Monday,93,461,34,TYPE_A,3.9,33,Beverages,Italian,276.63864924045436,290.54891884494316,0.12121212121212122,0.15151515151515152,0,1,1,17.8,1.0,626,870,262.45,288.42,25.97
2018-01-01,2018,1,1,Monday,94,632,34,TYPE_C,3.6,38,Beverages,Italian,284.22184220460554,294.21922234805584,0.10526315789473684,0.18421052631578946,0,1,1,17.8,1.0,491,631,191.71,210.68,18.97
2018-01-01,2018,1,1,Monday,97,628,77,TYPE_A,4.6,38,Beverages,Italian,301.534728654764,310.55137263567264,0.10526315789473684,0.07894736842105263,0,1,1,18.9,1.2,965,1347,399.98,439.14,39.16
2018-01-01,2018,1,1,Monday,99,596,71,TYPE_A,4.5,38,Beverages,Italian,283.0233125219838,304.8729115371087,0.13157894736842105,0.18421052631578946,0,1,1,16.8,1.2,979,1366,428.73,471.38,42.65
2018-01-01,2018,1,1,Monday,101,699,85,TYPE_C,2.8,38,Beverages,Continental,302.8610546469884,331.7254056641404,0.13157894736842105,0.21052631578947367,0,1,1,18.2,1.2,1168,1493,454.91,500.28,45.37
2018-01-01,2018,1,1,Monday,102,593,77,TYPE_A,2.8,33,Beverages,Italian,264.10251842299186,275.0171352247605,0.12121212121212122,0.06060606060606061,0,1,1,18.9,1.2,469,646,198.31,217.75,19.44
2018-01-01,2018,1,1,Monday,104,647,56,TYPE_A,4.5,43,Beverages,Thai,261.7076516553568,284.9708191102886,0.11627906976744186,0.16279069767441862,0,1,1,18.5,1.0,1245,1737,509.25,559.64,50.39
2018-01-01,2018,1,1,Monday,106,675,34,TYPE_A,4.0,37,Beverages,Continental,282.49254750593826,301.26525178147267,0.10810810810810811,0.21621621621621623,0,1,1,17.8,1.0,748,1040,313.29,344.41,31.12
2018-01-01,2018,1,1,Monday,108,579,56,TYPE_B,4.4,42,Beverages,Thai,275.41356277967884,293.01409449855225,0.11904761904761904,0.11904761904761904,0,1,1,18.5,1.0,1172,1810,533.68,586.29,52.61
2018-01-01,2018,1,1,Monday,109,599,56,TYPE_A,3.6,41,Beverages,Thai,266.71438303233936,289.9655254094918,0.12195121951219512,0.17073170731707318,0,1,1,18.5,1.0,1023,1418,418.89,460.42,41.53
2018-01-01,2018,1,1,Monday,110,485,77,TYPE_A,3.8,35,Beverages,Thai,274.75343224092114,283.3115367581931,0.11428571428571428,0.17142857142857143,0,1,1,18.9,1.2,775,1076,327.26,359.66,32.4
2018-01-01,2018,1,1,Monday,113,680,77,TYPE_C,4.0,36,Beverages,Italian,290.7180070523704,299.8015972312916,0.19444444444444445,0.0,0,1,1,18.9,1.2,745,961,291.01,319.79,28.78
2018-01-01,2018,1,1,Monday,124,590,56,TYPE_C,4.0,34,Beverages,Italian,282.1179737019555,300.71439424589795,0.14705882352941177,0.14705882352941177,0,1,1,18.5,1.0,822,1060,312.38,343.43,31.05
2018-01-01,2018,1,1,Monday,126,577,56,TYPE_A,2.7,39,Beverages,Thai,268.55117830188675,283.895370754717,0.1282051282051282,0.02564102564102564,0,1,1,18.5,1.0,916,1262,358.48,393.55,35.07
2018-01-01,2018,1,1,Monday,129,593,77,TYPE_A,3.9,36,Beverages,Thai,252.92295109832637,263.0430282426778,0.1111111111111111,0.25,0,1,1,18.9,1.2,680,945,278.91,306.72,27.81
2018-01-01,2018,1,1,Monday,132,522,56,TYPE_A,3.9,44,Beverages,Thai,274.64211766289714,293.80925888529885,0.11363636363636363,0.25,0,1,1,18.5,1.0,1274,1769,536.09,589.58,53.49
2018-01-01,2018,1,1,Monday,137,590,56,TYPE_A,4.4,44,Beverages,Thai,259.5053514140009,279.227230876217,0.11363636363636363,0.1590909090909091,0,1,1,18.5,1.0,1895,2642,770.53,846.71,76.18
2018-01-01,2018,1,1,Monday,139,693,34,TYPE_C,2.8,28,Beverages,Italian,257.98828461907044,267.14028988979396,0.14285714285714285,0.17857142857142858,0,1,1,17.8,1.0,389,497,151.62,166.73,15.11
2018-01-01,2018,1,1,Monday,143,562,77,TYPE_B,3.8,33,Beverages,Thai,275.70350185372433,285.3784664644422,0.12121212121212122,0.15151515151515152,0,1,1,18.9,1.2,460,707,205.73,226.08,20.35
2018-01-01,2018,1,1,Monday,145,620,77,TYPE_A,3.9,39,Beverages,Thai,268.2791697738007,274.63064794100586,0.10256410256410256,0.1282051282051282,0,1,1,18.9,1.2,1054,1464,433.56,476.19,42.63
2018-01-01,2018,1,1,Monday,146,526,34,TYPE_B,5.0,39,Rice Bowl,Indian,286.3709300316729,295.5765649294558,0.10256410256410256,0.1794871794871795,0,1,1,17.8,1.0,1068,1655,489.54,537.93,48.39
2018-01-01,2018,1,1,Monday,149,478,77,TYPE_A,2.4,35,Beverages,Thai,236.5038984608316,253.37778543533196,0.11428571428571428,0.14285714285714285,0,1,1,18.9,1.2,377,518,153.92,169.11,15.19
2018-01-01,2018,1,1,Monday,152,576,34,TYPE_B,4.0,37,Beverages,Thai,269.3000114942529,281.3190620689655,0.10810810810810811,0.05405405405405406,0,1,1,17.8,1.0,704,1084,315.4,346.22,30.82
2018-01-01,2018,1,1,Monday,153,590,56,TYPE_A,3.9,45,Beverages,Italian,287.5635223555071,308.21906670301706,0.1111111111111111,0.08888888888888889,0,1,1,18.5,1.0,961,1335,388.9,427.06,38.16
2018-01-01,2018,1,1,Monday,157,609,93,TYPE_A,4.1,35,Beverages,Italian,263.8053337637185,271.0763770174306,0.11428571428571428,0.22857142857142856,0,1,1,17.5,1.2,663,922,281.67,309.72,28.05
2018-01-01,2018,1,1,Monday,161,658,34,TYPE_B,3.9,33,Beverages,Thai,277.81335494009033,282.55139461795324,0.12121212121212122,0.12121212121212122,0,1,1,17.8,1.0,397,611,177.59,195.11,17.52
2018-01-01,2018,1,1,Monday,162,526,34,TYPE_C,2.0,28,Beverages,Italian,308.7873612463486,319.60025073028237,0.21428571428571427,0.07142857142857142,0,1,1,17.8,1.0,385,489,144.77,159.25,14.48
2018-01-01,2018,1,1,Monday,174,700,56,TYPE_A,7.0,45,Beverages,Thai,255.99150628581995,276.94913246441115,0.1111111111111111,0.24444444444444444,0,1,1,18.5,1.0,1814,2576,772.13,849.09,76.96
2018-01-01,2018,1,1,Monday,177,683,56,TYPE_A,3.4,33,Beverages,Italian,270.41729754928076,281.2571084176878,0.12121212121212122,0.21212121212121213,0,1,1,18.5,1.0,646,894,259.93,285.8,25.87
2018-01-01,2018,1,1,Monday,186,649,34,TYPE_A,3.4,35,Beverages,Thai,277.90065884290715,290.5058575252213,0.11428571428571428,0.2571428571428571,0,1,1,17.8,1.0,418,578,175.27,192.77,17.5
2018-01-02,2018,1,1,Tuesday,10,590,56,TYPE_B,6.3,45,Beverages,Thai,279.14388636632845,300.493569313381,0.1111111111111111,0.044444444444444446,0,0,0,18.5,1.0,2095,3275,975.8,1036.95,61.15
2018-01-02,2018,1,1,Tuesday,11,679,56,TYPE_A,3.7,42,Beverages,Thai,259.29513381719215,277.4755624858244,0.11904761904761904,0.14285714285714285,0,0,0,18.5,1.0,1645,2281,657.68,699.65,41.97
2018-01-02,2018,1,1,Tuesday,13,590,56,TYPE_B,6.7,45,Beverages,Thai,263.44108631607463,283.023964985947,0.1111111111111111,0.13333333333333333,0,0,0,18.5,1.0,2549,3994,1164.04,1238.02,73.98
2018-01-02,2018,1,1,Tuesday,14,654,56,TYPE_C,2.7,39,Beverages,Thai,271.932431640625,298.77857964409725,0.1282051282051282,0.2564102564102564,0,0,0,18.5,1.0,941,1202,353.72,376.76,23.04
2018-01-02,2018,1,1,Tuesday,17,517,56,TYPE_A,3.2,40,Beverages,Thai,271.6642287169537,295.8293754547659,0.125,0.125,0,0,0,18.5,1.0,771,1066,308.18,327.83,19.65
2018-01-02,2018,1,1,Tuesday,20,522,56,TYPE_A,4.0,42,Beverages,Thai,271.5135305742851,297.7105661474076,0.11904761904761904,0.19047619047619047,0,0,0,18.5,1.0,800,1112,320.09,340.67,20.58
2018-01-02,2018,1,1,Tuesday,23,698,23,TYPE_A,3.4,44,Beverages,Italian,292.77240125599076,313.42672533465543,0.11363636363636363,0.11363636363636363,0,0,0,17.5,1.2,1131,1565,484.27,514.98,30.71
2018-01-02,2018,1,1,Tuesday,24,614,85,TYPE_B,3.6,44,Beverages,Thai,268.456890062727,282.58757741828987,0.11363636363636363,0.06818181818181818,0,0,0,18.2,1.2,1275,1959,572.76,608.82,36.06
2018-01-02,2018,1,1,Tuesday,26,515,77,TYPE_C,3.0,32,Beverages,Italian,273.66513859275057,288.49763326226014,0.125,0.15625,0,0,0,18.9,1.2,616,788,238.93,254.24,15.31
2018-01-02,2018,1,1,Tuesday,27,713,85,TYPE_A,4.5,45,Beverages,Thai,261.9301098901099,280.09737998843264,0.1111111111111111,0.17777777777777778,0,0,0,18.2,1.2,1603,2236,665.31,707.89,42.58
2018-01-02,2018,1,1,Tuesday,29,526,34,TYPE_C,4.0,34,Sandwich,Italian,284.54670252502615,295.1856432093232,0.11764705882352941,0.058823529411764705,0,0,0,17.8,1.0,690,890,259.15,275.46,16.31
2018-01-02,2018,1,1,Tuesday,30,604,56,TYPE_A,3.5,45,Beverages,Thai,277.957376866312,299.5579337566501,0.1111111111111111,0.2222222222222222,0,0,0,18.5,1.0,1088,1507,452.22,481.36,29.14
2018-01-02,2018,1,1,Tuesday,32,526,34,TYPE_A,3.8,37,Beverages,Italian,286.25639485627835,296.1085885022693,0.10810810810810811,0.08108108108108109,0,0,0,17.8,1.0,616,855,259.94,276.31,16.37
2018-01-02,2018,1,1,Tuesday,34,615,34,TYPE_B,4.2,38,Beverages,Thai,311.9914886257816,319.036034322203,0.10526315789473684,0.07894736842105263,0,0,0,17.8,1.0,630,972,290.68,308.96,18.28
2018-01-02,2018,1,1,Tuesday,36,517,56,TYPE_B,4.4,43,Beverages,Thai,265.50054335719966,281.80820843277644,0.11627906976744186,0.20930232558139536,0,0,0,18.5,1.0,1101,1700,500.85,533.11,32.26
2018-01-02,2018,1,1,Tuesday,39,526,34,TYPE_C,3.8,36,Sandwich,Italian,319.9884103703704,334.35311259259254,0.19444444444444445,0.08333333333333333,0,0,0,17.8,1.0,678,873,258.97,275.73,16.76
2018-01-02,2018,1,1,Tuesday,41,590,56,TYPE_C,1.9,29,Beverages,Continental,328.6211701380763,360.18455651766914,0.1724137931034483,0.034482758620689655,0,0,0,18.5,1.0,436,553,169.39,180.2,10.81
2018-01-02,2018,1,1,Tuesday,42,561,77,TYPE_B,3.9,38,Beverages,Thai,264.45452804786834,271.9295467464473,0.10526315789473684,0.10526315789473684,0,0,0,18.9,1.2,562,865,250.35,266.16,15.81
2018-01-02,2018,1,1,Tuesday,43,590,56,TYPE_A,5.1,44,Beverages,Thai,258.3785079117015,282.20943465520605,0.11363636363636363,0.20454545454545456,0,0,0,18.5,1.0,2363,3310,962.41,1024.31,61.9
2018-01-02,2018,1,1,Tuesday,50,556,77,TYPE_A,4.8,39,Beverages,Thai,256.1872378733319,262.1407816140648,0.10256410256410256,0.10256410256410256,0,0,0,18.9,1.2,873,1221,355.69,378.13,22.44
2018-01-02,2018,1,1,Tuesday,51,638,56,TYPE_A,7.0,45,Beverages,Thai,268.63006754772397,289.2465315712188,0.1111111111111111,0.13333333333333333,0,0,0,18.5,1.0,1551,2202,671.08,713.73,42.65
2018-01-02,2018,1,1,Tuesday,52,685,56,TYPE_B,5.6,45,Beverages,Thai,268.81052349211507,286.1742708502683,0.1111111111111111,0.1111111111111111,0,0,0,18.5,1.0,1577,2454,703.62,748.18,44.56
2018-01-02,2018,1,1,Tuesday,53,590,56,TYPE_A,3.8,42,Beverages,Thai,272.2520529631058,295.6208175858079,0.11904761904761904,0.21428571428571427,0,0,0,18.5,1.0,725,1006,299.72,319.06,19.34
2018-01-02,2018,1,1,Tuesday,55,647,56,TYPE_C,2.0,33,Beverages,Continental,300.58824624194705,335.99474469100454,0.15151515151515152,0.12121212121212122,0,0,0,18.5,1.0,854,1084,327.87,348.93,21.06
2018-01-02,2018,1,1,Tuesday,57,541,77,TYPE_C,2.8,28,Beverages,Italian,293.8056985456148,303.3823336271485,0.14285714285714285,0.10714285714285714,0,0,0,18.9,1.2,459,587,183.73,195.48,11.75
2018-01-02,2018,1,1,Tuesday,58,695,77,TYPE_C,3.8,35,Beverages,Italian,299.0123924481585,310.26127050448775,0.11428571428571428,0.17142857142857143,0,0,0,18.9,1.2,649,836,253.55,269.78,16.23
2018-01-02,2018,1,1,Tuesday,59,456,56,TYPE_A,4.2,43,Beverages,Thai,265.8315329717385,280.56319155009993,0.11627906976744186,0.27906976744186046,0,0,0,18.5,1.0,1292,1799,527.14,561.47,34.33
2018-01-02,2018,1,1,Tuesday,61,473,77,TYPE_A,4.5,38,Beverages,Italian,301.3928802075825,311.1573014271298,0.10526315789473684,0.10526315789473684,0,0,0,18.9,1.2,643,897,271.08,288.2,17.12
2018-01-02,2018,1,1,Tuesday,64,553,77,TYPE_A,4.4,35,Beverages,Italian,267.36627643504534,275.35124622356494,0.11428571428571428,0.17142857142857143,0,0,0,18.9,1.2,614,856,254.8,271.11,16.31
2018-01-02,2018,1,1,Tuesday,65,602,34,TYPE_A,4.8,37,Beverages,Thai,271.36230985097734,280.24530868976194,0.10810810810810811,0.10810810810810811,0,0,0,17.8,1.0,956,1336,392.0,416.79,24.79
2018-01-02,2018,1,1,Tuesday,66,648,34,TYPE_A,4.1,38,Beverages,Indian,265.4639362769694,303.07921976919215,0.15789473684210525,0.15789473684210525,0,0,0,17.8,1.0,1111,1546,436.93,465.22,28.29
2018-01-02,2018,1,1,Tuesday,67,638,56,TYPE_B,7.0,43,Beverages,Thai,265.71254834575956,281.76594827586206,0.11627906976744186,0.16279069767441862,0,0,0,18.5,1.0,1479,2322,660.3,702.53,42.23
2018-01-02,2018,1,1,Tuesday,68,676,34,TYPE_B,4.1,39,Beverages,Italian,275.704632076784,287.7534636249826,0.10256410256410256,0.15384615384615385,0,0,0,17.8,1.0,615,947,278.96,296.7,17.74
2018-01-02,2018,1,1,Tuesday,72,638,56,TYPE_C,3.9,40,Beverages,Italian,279.6505476809528,307.1411071039168,0.125,0.275,0,0,0,18.5,1.0,1196,1542,459.17,489.13,29.96
2018-01-02,2018,1,1,Tuesday,73,576,34,TYPE_A,4.0,33,Beverages,Italian,304.5227715968586,314.1553844895288,0.12121212121212122,0.12121212121212122,0,0,0,17.8,1.0,568,790,233.54,248.4,14.86
2018-01-02,2018,1,1,Tuesday,74,702,35,TYPE_A,2.8,34,Beverages,Italian,298.3309783183501,305.2653305129561,0.11764705882352941,0.029411764705882353,0,0,0,18.2,1.2,355,489,145.32,154.42,9.1
2018-01-02,2018,1,1,Tuesday,75,651,77,TYPE_B,4.7,38,Beverages,Indian,285.2106304252521,294.7448943445857,0.10526315789473684,0.10526315789473684,0,0,0,18.9,1.2,988,1529,453.89,482.56,28.67
2018-01-02,2018,1,1,Tuesday,76,614,85,TYPE_A,3.0,38,Beverages,Italian,288.27229562555794,314.4466177783446,0.13157894736842105,0.02631578947368421,0,0,0,18.2,1.2,741,1023,301.27,320.22,18.95
2018-01-02,2018,1,1,Tuesday,77,676,34,TYPE_A,3.8,34,Beverages,Italian,291.11124314056565,301.16612072604477,0.11764705882352941,0.14705882352941177,0,0,0,17.8,1.0,442,613,184.92,196.72,11.8
2018-01-02,2018,1,1,Tuesday,80,604,56,TYPE_C,5.1,44,Beverages,Thai,263.86718452100047,284.4254742803209,0.11363636363636363,0.022727272727272728,0,0,0,18.5,1.0,1053,1370,404.47,429.75,25.28
2018-01-02,2018,1,1,Tuesday,81,526,34,TYPE_A,4.0,37,Beverages,Italian,310.3720232061883,321.26768071485725,0.10810810810810811,0.08108108108108109,0,0,0,17.8,1.0,698,970,290.8,309.11,18.31
2018-01-02,2018,1,1,Tuesday,83,659,77,TYPE_A,5.3,38,Beverages,Thai,274.4917754648343,282.4473241713824,0.10526315789473684,0.10526315789473684,0,0,0,18.9,1.2,938,1316,392.38,417.16,24.78
2018-01-02,2018,1,1,Tuesday,86,699,85,TYPE_C,4.0,37,Beverages,Italian,301.8477806826435,318.6229934640523,0.13513513513513514,0.1891891891891892,0,0,0,18.2,1.2,1381,1781,538.55,573.34,34.79
2018-01-02,2018,1,1,Tuesday,88,526,34,TYPE_A,4.1,38,Beverages,Italian,293.06486450317834,302.32569588491134,0.10526315789473684,0.13157894736842105,0,0,0,17.8,1.0,556,773,228.42,242.91,14.49
2018-01-02,2018,1,1,Tuesday,89,703,56,TYPE_A,4.8,41,Beverages,Thai,269.07142436149314,285.26077424540097,0.12195121951219512,0.12195121951219512,0,0,0,18.5,1.0,1036,1448,428.5,455.78,27.28
2018-01-02,2018,1,1,Tuesday,91,590,56,TYPE_C,0.9,21,Beverages,Continental,362.77313822080555,412.99945233265726,0.23809523809523808,0.0,0,0,0,18.5,1.0,361,455,139.99,149.06,9.07
